Student_ID,Student_Name,University,Program,Graduation_Year,Region,Gender,Caste_Category,Socioeconomic_Status,Location_Type,Employment_Status,Industry,Avg_Starting_Salary,Employment_Rate,Avg_Time_to_Employment_months,Job_Satisfaction_Score,Tuition_Fees,Avg_Debt,Scholarship_Amount,ROI_Score,Career_Services_Score,Career_Guidance_Hours,Internship_Rate,Mentorship_Program,Alumni_Network_Score,Networking_Events_Attended
706,Diya Iyer,IIT Madras,Marketing,2020,East,Male,General,Low,Urban,Employed,Finance,910207,0.82,2.0,9.0,461643,347690,172464,3.15,7.9,11,0.78,No,9.7,2
707,Vivaan Iyer,Jadavpur University,Computer Science,2021,East,Male,ST,Low,Rural,Employed,Finance,832095,0.91,1.1,6.9,427120,162050,147112,2.97,9.7,20,0.74,Yes,7.7,2
708,Sai Varma,IIT Kanpur,Economics,2022,West,Male,SC,High,Urban,Employed,Healthcare,612554,0.87,2.8,9.6,212255,109281,80380,4.64,9.0,26,0.77,Yes,7.6,4
709,Ishaan Gupta,Jadavpur University,Mechanical Engineering,2018,North,Female,SC,High,Rural,Unemployed,,0,0.96,,,575244,342482,195765,0.0,7.8,15,0.9,Yes,7.4,3
710,Arjun Patel,IIT Kanpur,Civil Engineering,2019,South,Male,General,High,Rural,Employed,Education,844782,0.84,1.4,8.9,268083,157441,85439,4.63,7.6,10,0.8,No,7.3,1
711,Aadhya Joshi,BITS Pilani,Economics,2019,South,Female,ST,High,Urban,Employed,Research,1072828,0.87,1.8,7.7,520334,205011,174550,3.1,9.6,25,0.82,No,9.0,2
712,Vihaan Patel,Manipal University,Psychology,2019,East,Female,OBC,Middle,Urban,Employed,Education,824459,0.85,1.7,6.8,442896,172078,3609,1.88,8.4,12,0.85,No,9.3,4
713,Pari Chopra,IIM Bangalore,Electrical Engineering,2019,North,Female,OBC,Middle,Urban,Employed,Public Sector,908659,0.89,3.1,7.1,553263,226526,144637,2.22,8.5,13,0.77,No,9.8,10
714,Navya Das,Manipal University,Economics,2020,South,Male,General,High,Urban,Employed,Education,659601,0.97,1.0,9.8,406161,275729,145741,2.53,9.6,26,0.93,No,8.7,5
715,Meera Bose,Jadavpur University,Business Administration,2023,North,Male,ST,Low,Urban,Employed,Education,667419,0.82,2.4,6.8,595486,253429,210919,1.74,7.8,22,0.87,No,7.6,3
716,Diya Patel,Christ University,Business Administration,2019,West,Female,ST,Low,Rural,Employed,Research,551227,0.88,2.6,9.0,167229,107840,13525,3.59,8.7,23,0.92,Yes,7.4,1
717,Meera Roy,Manipal University,Electrical Engineering,2018,North,Male,OBC,Low,Rural,Employed,Education,661418,0.82,3.8,8.4,162266,123176,26813,4.88,7.4,28,0.92,Yes,7.8,1
718,Ishaan Bhat,Delhi University,Civil Engineering,2023,South,Male,ST,High,Rural,Employed,IT,741010,0.96,1.8,7.7,663329,469990,113434,1.35,9.4,13,0.72,Yes,9.7,5
719,Aadhya Roy,Delhi University,Electrical Engineering,2019,East,Male,General,High,Urban,Employed,Manufacturing,1049548,0.88,3.0,6.9,314578,131213,5925,3.4,9.2,16,0.75,No,7.6,2
720,Vihaan Iyer,Manipal University,Civil Engineering,2023,South,Female,SC,High,Rural,Employed,Finance,632930,0.82,3.3,6.8,316795,170076,999,2.0,7.5,15,0.87,No,7.1,2
721,Sara Iyer,BITS Pilani,Civil Engineering,2019,West,Male,SC,High,Rural,Employed,Healthcare,1229029,0.96,3.4,9.3,620872,318161,160156,2.67,9.5,20,0.77,Yes,8.3,3
722,Myra Das,BITS Pilani,Biotechnology,2018,South,Female,General,High,Urban,Employed,Healthcare,926755,0.89,1.7,6.5,268661,155832,51721,4.27,9.7,14,0.71,Yes,8.7,0
723,Navya Bhat,Delhi University,Mechanical Engineering,2020,East,Male,General,Middle,Urban,Employed,Consulting,882759,0.92,1.3,6.6,292795,209071,5769,3.08,8.3,16,0.73,Yes,9.6,7
724,Vivaan Bose,Manipal University,Biotechnology,2020,East,Male,SC,Middle,Urban,Employed,IT,808762,0.93,3.4,8.3,184714,126111,3581,4.47,9.3,10,0.72,Yes,9.1,1
725,Krishna Mehta,SRM University,Mechanical Engineering,2020,South,Female,SC,Low,Urban,Employed,Consulting,770599,0.89,1.4,8.7,547457,348231,208323,2.27,9.7,19,0.77,Yes,8.9,8
726,Pari Das,Anna University,Biotechnology,2020,North,Male,OBC,Low,Rural,Employed,Research,688501,0.95,2.1,8.5,641650,205450,113951,1.3,8.4,11,0.7,No,7.1,1
727,Aadhya Varma,IIM Bangalore,Biotechnology,2021,South,Male,ST,Middle,Urban,Employed,Manufacturing,526039,0.92,2.7,6.2,432496,240399,84316,1.51,8.1,19,0.91,No,7.1,7
728,Vihaan Bose,IIT Kanpur,Civil Engineering,2022,North,Female,ST,High,Rural,Employed,Manufacturing,639265,0.95,3.7,9.0,281875,93655,35102,2.59,9.4,22,0.76,Yes,9.8,4
729,Ishaan Menon,Delhi University,Psychology,2023,West,Female,OBC,High,Urban,Employed,Healthcare,1127823,0.92,2.6,8.6,217282,108609,31749,6.08,7.5,22,0.85,No,7.2,10
730,Ananya Bose,IIM Bangalore,Electrical Engineering,2023,East,Male,OBC,Middle,Urban,Employed,Research,913796,0.83,3.8,7.5,374263,131757,66020,2.96,7.2,22,0.77,No,9.6,4
731,Vihaan Menon,BITS Pilani,Civil Engineering,2019,East,Female,SC,High,Urban,Employed,IT,1125679,0.93,3.2,7.5,238716,127693,40334,5.67,8.2,19,0.83,Yes,7.8,8
732,Navya Varma,IIT Madras,Data Science,2018,East,Female,OBC,Middle,Urban,Employed,Education,683663,0.83,2.6,8.3,210317,167530,38191,3.97,7.7,16,0.94,No,9.7,1
733,Myra Gupta,SRM University,Electrical Engineering,2023,West,Male,General,Low,Rural,Employed,Finance,597048,0.87,2.0,6.9,200678,121054,26033,3.42,7.7,16,0.82,Yes,7.3,6
734,Vihaan Reddy,IIT Bombay,Marketing,2022,West,Female,SC,Middle,Urban,Employed,Research,806816,0.9,2.0,7.7,699950,522101,5595,1.16,9.7,10,0.95,Yes,7.6,8
735,Arjun Bhat,Delhi University,Computer Science,2020,West,Male,ST,Middle,Rural,Employed,Education,646005,0.82,1.2,7.2,275515,214952,54461,2.92,9.8,16,0.8,No,9.6,1
736,Aditya Varma,VIT Vellore,Marketing,2019,South,Female,General,High,Rural,Employed,Research,846757,0.96,2.8,8.0,650534,306710,6914,1.32,8.8,23,0.75,Yes,9.3,1
737,Rohan Roy,IIM Bangalore,Business Administration,2018,East,Female,ST,Low,Urban,Employed,Education,488820,0.84,3.8,7.7,286369,160320,53378,2.1,9.8,21,0.86,No,7.1,0
738,Navya Iyer,IIT Bombay,Electrical Engineering,2022,North,Female,General,Low,Urban,Employed,Healthcare,401252,0.81,3.8,6.9,528873,261948,159233,1.09,7.3,10,0.8,No,9.6,2
739,Krishna Singh,Amity University,Business Administration,2022,West,Female,General,Middle,Urban,Employed,Finance,874811,0.85,3.9,6.5,658964,404069,254421,2.16,8.3,14,0.86,No,8.7,4
740,Meera Sharma,SRM University,Biotechnology,2021,South,Female,OBC,Middle,Rural,Employed,Manufacturing,1134514,0.88,3.1,8.4,577249,186486,61275,2.2,8.9,13,0.71,No,8.8,0
741,Navya Pandey,Jadavpur University,Marketing,2023,North,Male,SC,Middle,Urban,Employed,Public Sector,883803,0.93,2.7,7.5,417642,247014,43411,2.36,8.2,28,0.86,No,8.8,10
742,Ananya Chatterjee,VIT Vellore,Marketing,2022,South,Female,General,High,Rural,Employed,Consulting,911665,0.9,3.4,9.4,552756,341817,149097,2.26,7.7,13,0.77,No,8.0,2
743,Krishna Iyer,IIT Madras,Civil Engineering,2021,North,Female,OBC,Middle,Rural,Employed,IT,815201,0.93,1.9,9.8,645952,243847,167834,1.71,7.4,10,0.86,Yes,9.3,3
744,Navya Bhat,IIT Kanpur,Business Administration,2020,North,Female,OBC,High,Urban,Employed,IT,833872,0.81,3.4,9.1,511426,398917,173954,2.47,7.4,28,0.85,No,7.4,6
745,Saanvi Pandey,Delhi University,Electrical Engineering,2020,West,Female,SC,Low,Rural,Employed,Research,517257,0.93,3.4,7.3,226340,172410,28394,2.61,7.0,23,0.72,Yes,8.4,5
746,Aditya Singh,Christ University,Civil Engineering,2022,South,Female,ST,High,Urban,Employed,Education,652894,0.8,3.0,8.1,683757,298084,21266,0.99,9.6,15,0.82,Yes,9.5,9
747,Myra Chopra,IIT Bombay,Computer Science,2018,North,Male,ST,High,Urban,Employed,Healthcare,1047218,0.81,2.9,6.3,501106,356677,6680,2.12,7.1,26,0.71,No,7.2,5
748,Vihaan Roy,BITS Pilani,Electrical Engineering,2018,South,Male,ST,High,Rural,Employed,Consulting,581537,0.83,3.1,7.8,381222,235881,70810,1.87,7.1,24,0.85,No,8.5,2
749,Myra Bose,VIT Vellore,Electrical Engineering,2023,West,Male,SC,Low,Urban,Unemployed,,0,0.8,,,647171,492765,241982,0.0,7.1,29,0.72,No,7.5,8
750,Meera Singh,IIT Bombay,Civil Engineering,2019,North,Male,OBC,Middle,Urban,Unemployed,,0,0.88,,,479462,229633,44891,0.0,7.6,22,0.73,Yes,9.7,3
751,Sai Iyer,IIT Bombay,Marketing,2021,South,Male,General,Middle,Urban,Employed,Healthcare,736718,0.82,1.7,6.3,688228,543543,166595,1.41,7.4,28,0.94,No,8.5,10
752,Meera Das,IIM Bangalore,Data Science,2019,North,Male,OBC,High,Rural,Employed,Research,1263865,0.92,3.5,7.6,458298,254416,24776,2.92,8.3,11,0.76,Yes,7.9,8
753,Aditya Nair,Amity University,Psychology,2019,North,Female,OBC,Low,Urban,Employed,Finance,878663,0.83,2.6,8.9,665454,497182,95625,1.54,7.3,26,0.93,No,7.6,7
754,Anika Roy,IIT Kanpur,Economics,2021,East,Male,OBC,Low,Urban,Employed,IT,826708,0.87,3.8,6.5,504912,209262,196679,2.68,8.3,25,0.9,No,9.2,7
755,Vihaan Chopra,Christ University,Psychology,2020,North,Male,ST,High,Urban,Employed,IT,769506,0.91,1.3,7.6,544387,310469,22112,1.47,9.0,17,0.86,No,7.5,10
756,Aadhya Sharma,SRM University,Business Administration,2022,West,Female,General,High,Rural,Employed,Manufacturing,642802,0.93,3.9,8.2,226401,127105,22834,3.16,7.2,20,0.84,No,8.7,8
757,Ishaan Gupta,BITS Pilani,Marketing,2020,North,Female,General,Low,Urban,Employed,IT,533753,0.91,1.9,8.4,390961,246757,142156,2.15,8.3,18,0.83,No,9.2,9
758,Navya Chatterjee,VIT Vellore,Mechanical Engineering,2018,West,Male,SC,Middle,Rural,Unemployed,,0,0.83,,,612847,211942,242129,0.0,7.5,22,0.81,No,9.7,10
759,Sai Sharma,Amity University,Marketing,2023,North,Female,SC,Middle,Urban,Employed,Public Sector,630380,0.89,3.2,6.6,668938,404851,258196,1.53,8.2,29,0.84,No,7.4,2
760,Diya Varma,Jadavpur University,Civil Engineering,2021,North,Female,General,High,Rural,Employed,Manufacturing,479796,0.86,2.9,8.7,399017,193260,70602,1.46,9.6,21,0.89,No,9.0,9
761,Vihaan Sharma,VIT Vellore,Mechanical Engineering,2020,East,Male,SC,High,Urban,Employed,Education,967264,0.83,1.7,9.8,413408,161757,137254,3.5,8.2,16,0.74,No,8.8,10
762,Meera Desai,Christ University,Data Science,2021,East,Female,OBC,Low,Urban,Employed,Manufacturing,806253,0.87,3.9,6.7,423393,143870,85951,2.39,7.6,25,0.74,No,9.3,9
763,Rohan Gupta,IIM Ahmedabad,Biotechnology,2020,West,Female,General,Low,Urban,Unemployed,,0,0.8,,,533573,166917,169298,0.0,8.5,22,0.94,No,7.8,5
764,Pari Das,Christ University,Data Science,2023,North,Male,General,Low,Rural,Employed,Finance,816365,0.9,1.8,6.2,268695,203386,78512,4.29,8.5,26,0.91,No,7.1,5
765,Krishna Chopra,IIM Bangalore,Mechanical Engineering,2020,East,Female,SC,Middle,Urban,Employed,Healthcare,780222,0.84,2.3,9.4,262430,107149,22742,3.26,8.1,23,0.82,Yes,9.7,0
766,Aarav Bhat,IIM Bangalore,Electrical Engineering,2019,East,Male,SC,Low,Urban,Employed,Public Sector,853478,0.93,1.0,7.4,551533,335254,31985,1.64,9.1,27,0.72,Yes,8.6,3
767,Navya Varma,Delhi University,Business Administration,2021,West,Female,OBC,Low,Rural,Employed,IT,864339,0.85,1.5,8.0,490215,358845,152978,2.56,8.5,24,0.83,No,9.4,5
768,Navya Joshi,Manipal University,Data Science,2019,East,Female,ST,Middle,Rural,Employed,Manufacturing,765008,0.82,3.6,9.5,469335,365613,31105,1.75,9.9,23,0.95,Yes,9.4,0
769,Arjun Das,IIM Ahmedabad,Civil Engineering,2020,North,Male,General,Low,Urban,Employed,Consulting,648850,0.89,1.5,6.4,222606,89971,42464,3.6,8.0,16,0.86,No,7.1,4
770,Ananya Varma,Delhi University,Marketing,2021,South,Female,ST,High,Rural,Employed,Healthcare,805636,0.93,1.4,9.4,593623,311356,167070,1.89,9.4,19,0.86,Yes,9.2,2
771,Aadhya Das,IIT Kanpur,Mechanical Engineering,2019,South,Male,OBC,High,Urban,Employed,Finance,798176,0.81,3.2,9.5,282430,112997,18771,3.03,9.6,30,0.78,Yes,8.9,8
772,Rohan Bose,IIM Bangalore,Psychology,2018,East,Male,OBC,High,Rural,Employed,Manufacturing,794994,0.88,1.8,9.9,644572,323583,185117,1.73,7.3,15,0.92,No,8.4,8
773,Ishaan Mehta,IIT Madras,Economics,2022,North,Male,General,Middle,Urban,Employed,Public Sector,963553,0.92,3.9,8.6,550988,413144,145175,2.37,7.7,11,0.84,Yes,7.3,2
774,Vivaan Roy,VIT Vellore,Civil Engineering,2018,South,Male,ST,High,Urban,Employed,Consulting,802070,0.91,2.8,8.6,340619,131571,56124,2.82,9.2,13,0.88,No,9.6,3
775,Meera Chatterjee,IIT Madras,Civil Engineering,2022,South,Male,SC,High,Rural,Employed,Healthcare,537632,0.84,3.4,7.2,485757,280753,80756,1.33,7.8,30,0.82,No,7.4,0
776,Saanvi Joshi,IIM Bangalore,Data Science,2018,West,Female,General,Low,Rural,Employed,Manufacturing,678097,0.92,1.6,8.8,332798,173078,42490,2.34,7.2,29,0.82,No,7.7,5
777,Arjun Desai,Delhi University,Biotechnology,2019,North,Male,OBC,Low,Urban,Employed,Consulting,762605,0.85,2.7,8.4,566422,376444,190345,2.03,9.6,15,0.71,Yes,8.6,10
778,Ira Varma,Delhi University,Biotechnology,2023,East,Female,SC,High,Urban,Employed,Consulting,811329,0.97,1.7,7.6,343626,143772,103375,3.38,9.8,11,0.75,No,9.4,1
779,Saanvi Desai,IIM Ahmedabad,Mechanical Engineering,2023,South,Female,General,Middle,Urban,Unemployed,,0,0.82,,,248114,77267,19557,0.0,8.9,28,0.89,Yes,7.5,3
780,Pari Singh,VIT Vellore,Biotechnology,2022,North,Male,General,High,Urban,Employed,Research,905938,0.91,3.2,6.5,642932,219448,180033,1.96,8.8,13,0.74,Yes,7.3,2
781,Aditya Roy,BITS Pilani,Psychology,2018,North,Male,General,Low,Urban,Employed,Research,222345,0.91,3.8,9.0,572257,201579,47371,0.42,7.1,11,0.81,No,8.9,3
782,Krishna Bhat,Manipal University,Civil Engineering,2021,West,Male,SC,High,Urban,Employed,Consulting,858653,0.83,3.4,6.7,368525,209349,46881,2.67,8.4,19,0.89,Yes,9.6,1
783,Ananya Sharma,SRM University,Biotechnology,2019,East,Female,OBC,Middle,Urban,Employed,Manufacturing,908022,0.92,3.5,6.3,450640,219816,4486,2.04,9.5,21,0.95,No,8.8,10
784,Aarav Kumar,Manipal University,Marketing,2018,North,Female,OBC,High,Rural,Employed,Healthcare,543500,0.87,3.3,6.5,625774,224856,72210,0.98,7.6,27,0.78,No,9.8,0
785,Ishaan Reddy,Amity University,Electrical Engineering,2018,West,Male,OBC,Middle,Urban,Employed,Consulting,662266,0.92,3.9,7.7,319820,172592,73076,2.68,8.5,29,0.85,No,7.2,9
786,Aarav Bose,IIT Kanpur,Electrical Engineering,2020,East,Male,SC,High,Urban,Unemployed,,0,0.81,,,423743,329018,41575,0.0,9.5,30,0.7,No,9.1,0
787,Aditya Sharma,Jadavpur University,Business Administration,2021,East,Female,ST,High,Rural,Employed,Education,787468,0.96,1.8,9.4,218034,105843,77348,5.6,9.0,21,0.77,Yes,10.0,2
788,Ishaan Roy,BITS Pilani,Computer Science,2022,North,Male,General,High,Urban,Employed,Finance,677319,0.88,2.3,6.2,190611,76932,54076,4.96,8.7,22,0.77,Yes,7.3,0
789,Navya Iyer,SRM University,Business Administration,2020,North,Female,General,Low,Urban,Employed,IT,739506,0.86,3.9,9.3,635968,217639,133264,1.47,7.1,17,0.71,Yes,8.4,4
790,Aadhya Varma,IIM Bangalore,Psychology,2023,North,Female,OBC,Middle,Urban,Employed,Healthcare,832114,0.87,2.3,7.0,175994,54331,57028,6.99,7.5,26,0.87,No,8.6,0
791,Krishna Iyer,Delhi University,Computer Science,2019,West,Female,OBC,High,Urban,Employed,Public Sector,800609,0.94,3.1,7.9,416570,299582,103186,2.55,8.3,21,0.85,Yes,7.4,0
792,Vihaan Singh,BITS Pilani,Economics,2018,North,Female,General,Middle,Rural,Employed,Finance,989910,0.9,2.6,9.8,203034,106281,63655,7.1,9.0,18,0.71,No,7.4,1
793,Saanvi Singh,Jadavpur University,Computer Science,2019,East,Female,OBC,High,Urban,Employed,IT,503020,0.96,2.2,8.4,417933,252966,131553,1.76,7.1,30,0.91,No,8.8,7
794,Rohan Reddy,IIT Kanpur,Psychology,2018,East,Female,General,Middle,Rural,Employed,Research,526624,0.84,3.5,9.0,550560,428184,38912,1.03,7.6,11,0.82,No,7.9,6
795,Sai Kumar,Manipal University,Biotechnology,2018,North,Female,General,High,Rural,Employed,Education,755046,0.89,3.5,8.2,323164,239694,111164,3.56,10.0,10,0.75,Yes,9.0,2
796,Aditya Reddy,BITS Pilani,Computer Science,2022,North,Male,General,High,Rural,Employed,Finance,908292,0.95,1.3,7.8,396636,192244,149831,3.68,8.5,28,0.81,Yes,8.5,0
797,Meera Varma,VIT Vellore,Marketing,2020,East,Female,General,Low,Rural,Employed,Manufacturing,951831,0.9,2.3,8.0,318523,216250,59151,3.67,9.8,26,0.83,Yes,9.7,7
798,Aarav Chatterjee,IIT Madras,Computer Science,2021,West,Male,SC,High,Urban,Employed,Consulting,684697,0.9,1.3,8.6,646265,409274,217267,1.6,9.5,22,0.84,No,9.5,1
799,Sai Varma,Amity University,Psychology,2021,South,Female,OBC,High,Rural,Employed,Research,281791,0.95,1.3,8.3,650313,411187,13113,0.44,7.8,17,0.88,No,8.8,1
800,Aadhya Bose,IIT Delhi,Psychology,2020,South,Male,OBC,Middle,Rural,Employed,Research,690751,0.91,3.7,9.7,521240,184260,120649,1.72,8.7,30,0.8,No,9.6,10
801,Ananya Bhat,BITS Pilani,Economics,2020,North,Male,SC,High,Rural,Employed,Public Sector,878360,0.83,3.8,8.3,686556,313204,33952,1.35,8.3,20,0.73,Yes,7.5,3
802,Sara Singh,Delhi University,Biotechnology,2022,East,Male,General,High,Urban,Employed,Research,796938,0.97,3.3,7.8,676184,279923,21541,1.22,9.6,18,0.8,Yes,7.4,9
803,Vivaan Bose,IIT Delhi,Marketing,2018,South,Male,General,Middle,Urban,Employed,Healthcare,915858,0.84,2.4,7.6,525125,331138,157205,2.49,8.9,16,0.88,Yes,7.5,0
804,Diya Menon,IIT Kanpur,Computer Science,2020,West,Female,SC,High,Urban,Employed,IT,1039314,0.87,3.0,9.5,323616,155386,125324,5.24,7.8,14,0.77,Yes,7.9,4
805,Ishaan Sharma,SRM University,Marketing,2023,West,Female,ST,Low,Rural,Employed,Finance,768294,0.95,2.4,8.2,690842,251044,135629,1.38,8.8,27,0.86,Yes,8.7,1
806,Ishaan Reddy,Anna University,Data Science,2021,South,Female,General,Low,Rural,Employed,Research,711343,0.92,2.6,7.2,427900,245168,161603,2.67,9.0,17,0.87,No,8.9,8
807,Myra Desai,IIM Bangalore,Mechanical Engineering,2023,East,Female,SC,High,Rural,Employed,IT,623039,0.97,1.7,9.7,266020,96314,17664,2.51,9.2,11,0.91,No,9.0,0
808,Aadhya Iyer,IIT Bombay,Psychology,2022,South,Male,ST,High,Urban,Employed,Research,525619,0.86,2.8,7.5,367203,187502,65156,1.74,8.2,14,0.73,No,9.1,0
809,Vihaan Sharma,Jadavpur University,Marketing,2018,South,Female,OBC,Middle,Rural,Employed,Education,477287,0.88,1.2,9.2,544616,435322,178889,1.31,9.6,27,0.85,No,9.4,4
810,Sai Sharma,Christ University,Data Science,2020,West,Female,ST,Middle,Rural,Employed,IT,666185,0.87,1.7,9.1,622510,430315,80877,1.23,9.3,16,0.9,Yes,9.9,4
811,Myra Chopra,SRM University,Electrical Engineering,2018,North,Male,ST,Middle,Rural,Employed,Research,1007980,0.82,1.5,6.7,500226,301048,90970,2.46,7.7,23,0.74,Yes,7.2,7
812,Sara Mehta,Manipal University,Psychology,2021,North,Female,ST,Low,Rural,Employed,IT,935585,0.89,2.6,7.6,258691,87834,36822,4.22,9.1,21,0.93,No,7.3,0
813,Aarav Chatterjee,IIT Delhi,Mechanical Engineering,2019,South,Female,ST,Middle,Rural,Employed,Finance,702417,0.88,4.0,7.6,331287,195101,93943,2.96,8.3,10,0.93,No,9.4,4
814,Sai Bose,IIT Bombay,Electrical Engineering,2019,East,Male,OBC,Low,Urban,Unemployed,,0,0.88,,,651976,307129,112743,0.0,8.0,22,0.92,Yes,8.8,5
815,Sai Pandey,IIM Bangalore,Biotechnology,2022,South,Male,SC,Low,Urban,Employed,Consulting,1082113,0.85,2.4,9.0,415518,199870,70347,3.14,7.1,23,0.76,No,9.0,3
816,Vivaan Iyer,IIT Madras,Civil Engineering,2021,North,Male,ST,Middle,Rural,Employed,Public Sector,1042895,0.83,3.5,8.2,567484,387068,63673,2.07,9.0,15,0.82,Yes,8.9,10
817,Sai Reddy,Amity University,Psychology,2022,North,Female,General,High,Urban,Employed,Research,671901,0.86,2.6,9.3,408933,291712,66828,1.96,8.0,11,0.8,Yes,8.9,4
818,Anika Gupta,IIM Ahmedabad,Civil Engineering,2023,North,Female,General,Low,Urban,Employed,Research,833679,0.85,1.8,8.7,611941,328664,75131,1.55,8.5,23,0.79,Yes,7.2,5
819,Ishaan Singh,BITS Pilani,Computer Science,2022,West,Male,SC,High,Urban,Employed,Healthcare,817729,0.84,2.8,6.6,622211,405861,144826,1.71,7.3,30,0.89,No,8.9,7
820,Navya Varma,VIT Vellore,Data Science,2020,North,Female,ST,High,Urban,Employed,Consulting,1144425,0.86,1.1,6.4,654617,385823,34824,1.85,9.5,24,0.87,No,7.3,9
821,Meera Chopra,Manipal University,Data Science,2022,South,Male,SC,Low,Urban,Employed,Public Sector,847392,0.81,3.8,6.6,320639,179792,31230,2.93,8.7,13,0.95,No,7.3,9
822,Krishna Menon,Delhi University,Biotechnology,2018,North,Male,OBC,Low,Urban,Employed,Finance,709035,0.86,1.1,6.1,165626,65017,23033,4.97,9.7,26,0.8,No,7.0,10
823,Anika Chatterjee,Amity University,Psychology,2019,East,Female,General,Low,Urban,Employed,Consulting,639501,0.91,2.9,6.3,552355,385781,75697,1.34,7.2,27,0.77,No,9.2,8
824,Vihaan Mehta,IIM Bangalore,Economics,2022,West,Male,OBC,Middle,Rural,Employed,Consulting,1059762,0.96,1.0,9.3,252401,80120,26025,4.68,9.2,24,0.91,No,10.0,4
825,Diya Desai,BITS Pilani,Psychology,2021,West,Male,SC,Low,Urban,Employed,Research,936053,0.92,3.1,9.6,592584,257380,19352,1.63,7.0,21,0.77,Yes,8.9,3
826,Ananya Sharma,SRM University,Psychology,2018,West,Female,General,Middle,Rural,Employed,IT,1031562,0.86,3.2,8.3,535125,367364,199284,3.07,7.6,16,0.77,Yes,8.3,6
827,Sai Chopra,Jadavpur University,Psychology,2021,North,Male,OBC,High,Rural,Employed,Public Sector,856508,0.9,3.7,6.1,226176,109026,48627,4.82,9.4,21,0.81,Yes,8.3,9
828,Rohan Nair,IIT Delhi,Mechanical Engineering,2023,West,Male,ST,High,Rural,Employed,Manufacturing,658429,0.96,3.4,7.4,548606,168612,20620,1.25,8.7,28,0.79,Yes,7.0,8
829,Diya Iyer,Anna University,Psychology,2021,South,Female,SC,High,Urban,Employed,Education,921426,0.82,3.1,7.6,553803,332869,205536,2.65,7.2,30,0.84,No,8.6,2
830,Sara Singh,IIT Madras,Electrical Engineering,2018,West,Male,ST,Middle,Urban,Employed,Education,1062231,0.85,3.3,6.5,534241,231433,34574,2.13,7.3,19,0.79,Yes,8.7,9
831,Arjun Nair,Christ University,Business Administration,2018,North,Female,General,High,Urban,Employed,Research,856235,0.85,3.6,10.0,380222,289984,89698,2.95,8.2,24,0.74,Yes,9.9,8
832,Sai Chatterjee,Jadavpur University,Business Administration,2022,West,Female,General,Low,Urban,Employed,Manufacturing,614875,0.8,1.2,9.1,318734,205399,93988,2.74,8.4,23,0.72,No,7.3,8
833,Vihaan Reddy,IIT Bombay,Marketing,2018,West,Female,General,High,Urban,Employed,Finance,683328,0.81,2.7,6.8,480284,188734,21199,1.49,9.2,21,0.76,No,7.1,0
834,Ira Reddy,SRM University,Economics,2023,East,Female,General,Low,Rural,Unemployed,,0,0.94,,,240831,177884,75235,0.0,9.4,20,0.87,Yes,8.7,2
835,Saanvi Varma,Anna University,Economics,2020,East,Male,ST,Middle,Urban,Employed,Public Sector,807718,0.83,1.9,8.2,271180,137409,96036,4.61,7.3,26,0.93,No,8.9,3
836,Vivaan Patel,IIM Bangalore,Business Administration,2023,South,Male,OBC,Middle,Rural,Employed,Manufacturing,811402,0.86,3.8,7.7,222058,118609,38898,4.43,7.6,21,0.81,Yes,9.6,0
837,Myra Singh,Delhi University,Economics,2023,South,Male,ST,Middle,Urban,Employed,Education,853718,0.87,3.9,9.6,464127,355277,131958,2.57,7.6,15,0.78,Yes,7.9,4
838,Myra Nair,Delhi University,Computer Science,2020,West,Female,SC,Low,Rural,Employed,IT,907659,0.92,1.0,6.1,562586,270071,162496,2.27,8.0,22,0.74,Yes,7.2,5
839,Diya Iyer,IIT Delhi,Psychology,2018,South,Female,General,High,Urban,Employed,Finance,1014501,0.92,2.3,7.6,254980,135483,66520,5.38,9.8,10,0.74,No,7.3,10
840,Sai Menon,VIT Vellore,Computer Science,2023,East,Female,SC,Low,Rural,Employed,Finance,591038,0.95,1.2,6.6,335730,268283,21677,1.88,9.0,20,0.9,No,7.5,6
841,Vihaan Reddy,IIM Ahmedabad,Mechanical Engineering,2023,East,Female,OBC,High,Urban,Employed,Education,406728,0.82,2.3,6.8,611535,377230,161909,0.9,8.0,11,0.94,No,8.3,2
842,Ira Bhat,Delhi University,Computer Science,2023,South,Female,SC,High,Urban,Employed,Finance,755749,0.83,3.7,6.5,200483,61119,51468,5.07,7.9,16,0.94,Yes,9.0,4
843,Aadhya Nair,IIT Delhi,Civil Engineering,2018,North,Female,General,High,Rural,Employed,Education,744637,0.86,3.3,9.6,248351,193144,85713,4.58,8.0,15,0.94,No,8.8,10
844,Saanvi Joshi,IIT Madras,Computer Science,2021,North,Female,ST,Low,Urban,Employed,Public Sector,972094,0.92,2.4,6.2,163682,101820,26069,7.06,8.7,27,0.71,No,9.8,3
845,Pari Varma,IIM Bangalore,Electrical Engineering,2022,East,Male,OBC,High,Rural,Employed,Consulting,683384,0.84,2.9,9.3,385959,119745,102925,2.41,8.5,15,0.78,Yes,8.1,1
846,Pari Kumar,BITS Pilani,Business Administration,2018,East,Female,OBC,Middle,Urban,Employed,Public Sector,766575,0.84,1.7,7.3,417146,163473,16029,1.91,8.9,28,0.88,Yes,9.0,1
847,Vivaan Sharma,Manipal University,Computer Science,2019,East,Male,ST,High,Urban,Employed,IT,856515,0.88,3.4,8.5,584115,324311,63694,1.65,7.0,13,0.72,No,9.7,0
